id,numero_habitacion,fecha,estado,precio
1690520400101,101,2023/07/28,true,100.0
1690606800101,101,2023/07/29,true,100.0
1690693200101,101,2023/07/30,true,100.0
1690779600101,101,2023/07/31,true,100.0
1690866000101,101,2023/08/01,true,100.0
1690952400101,101,2023/08/02,true,100.0
1691038800101,101,2023/08/03,true,100.0
1691125200101,101,2023/08/04,true,100.0
1691211600101,101,2023/08/05,true,100.0
1691298000101,101,2023/08/06,true,100.0
1691384400101,101,2023/08/07,true,100.0
1691470800101,101,2023/08/08,true,100.0
1691557200101,101,2023/08/09,true,100.0
1691643600101,101,2023/08/10,true,100.0
1691730000101,101,2023/08/11,true,100.0
1691816400101,101,2023/08/12,true,100.0
1691902800101,101,2023/08/13,true,100.0
1691989200101,101,2023/08/14,true,100.0
1692075600101,101,2023/08/15,true,100.0
1692162000101,101,2023/08/16,true,100.0
1692248400101,101,2023/08/17,true,100.0
1692334800101,101,2023/08/18,true,100.0
1692421200101,101,2023/08/19,true,100.0
1692507600101,101,2023/08/20,true,100.0
1692594000101,101,2023/08/21,true,100.0
1692680400101,101,2023/08/22,true,100.0
1692766800101,101,2023/08/23,true,100.0
1692853200101,101,2023/08/24,true,100.0
1692939600101,101,2023/08/25,true,100.0
1693026000101,101,2023/08/26,true,100.0
1693112400101,101,2023/08/27,true,100.0
1693198800101,101,2023/08/28,true,100.0
1693285200101,101,2023/08/29,true,100.0
1693371600101,101,2023/08/30,true,100.0
1693458000101,101,2023/08/31,true,100.0
1693544400101,101,2023/09/01,true,100.0
1693630800101,101,2023/09/02,true,100.0
1693717200101,101,2023/09/03,true,100.0
1693803600101,101,2023/09/04,true,100.0
1693890000101,101,2023/09/05,true,100.0
1693976400101,101,2023/09/06,true,100.0
1694062800101,101,2023/09/07,true,100.0
1694149200101,101,2023/09/08,true,100.0
1694235600101,101,2023/09/09,true,100.0
1694322000101,101,2023/09/10,true,100.0
1694408400101,101,2023/09/11,true,100.0
1694494800101,101,2023/09/12,true,100.0
1694581200101,101,2023/09/13,true,100.0
1694667600101,101,2023/09/14,true,100.0
1694754000101,101,2023/09/15,true,100.0
1694840400101,101,2023/09/16,true,100.0
1694926800101,101,2023/09/17,true,100.0
1695013200101,101,2023/09/18,true,100.0
1695099600101,101,2023/09/19,true,100.0
1695186000101,101,2023/09/20,true,100.0
1695272400101,101,2023/09/21,true,100.0
1695358800101,101,2023/09/22,true,100.0
1695445200101,101,2023/09/23,true,100.0
1695531600101,101,2023/09/24,true,100.0
1695618000101,101,2023/09/25,true,100.0
1695704400101,101,2023/09/26,true,100.0
1695790800101,101,2023/09/27,true,100.0
1695877200101,101,2023/09/28,true,100.0
1695963600101,101,2023/09/29,true,100.0
1696050000101,101,2023/09/30,true,100.0
1696136400101,101,2023/10/01,true,100.0
1696222800101,101,2023/10/02,true,100.0
1696309200101,101,2023/10/03,true,100.0
1696395600101,101,2023/10/04,true,100.0
1696482000101,101,2023/10/05,true,100.0
1696568400101,101,2023/10/06,true,100.0
1696654800101,101,2023/10/07,true,100.0
1696741200101,101,2023/10/08,true,100.0
1696827600101,101,2023/10/09,true,100.0
1696914000101,101,2023/10/10,true,100.0
1697000400101,101,2023/10/11,true,100.0
1697086800101,101,2023/10/12,true,100.0
1697173200101,101,2023/10/13,true,100.0
1697259600101,101,2023/10/14,true,100.0
1697346000101,101,2023/10/15,true,100.0
1697432400101,101,2023/10/16,true,100.0
1697518800101,101,2023/10/17,true,100.0
1697605200101,101,2023/10/18,true,100.0
1697691600101,101,2023/10/19,true,100.0
1697778000101,101,2023/10/20,true,100.0
1697864400101,101,2023/10/21,true,100.0
1697950800101,101,2023/10/22,true,100.0
1698037200101,101,2023/10/23,true,100.0
1698123600101,101,2023/10/24,true,100.0
1698210000101,101,2023/10/25,true,100.0
1698296400101,101,2023/10/26,true,100.0
1698382800101,101,2023/10/27,true,100.0
1698469200101,101,2023/10/28,true,100.0
1698555600101,101,2023/10/29,true,100.0
1698642000101,101,2023/10/30,true,100.0
1698728400101,101,2023/10/31,true,100.0
1698814800101,101,2023/11/01,true,100.0
1698901200101,101,2023/11/02,true,100.0
1698987600101,101,2023/11/03,true,100.0
1699074000101,101,2023/11/04,true,100.0
1699160400101,101,2023/11/05,true,100.0
1699246800101,101,2023/11/06,true,100.0
1699333200101,101,2023/11/07,true,100.0
1699419600101,101,2023/11/08,true,100.0
1699506000101,101,2023/11/09,true,100.0
1699592400101,101,2023/11/10,true,100.0
1699678800101,101,2023/11/11,true,100.0
1699765200101,101,2023/11/12,true,100.0
1699851600101,101,2023/11/13,true,100.0
1699938000101,101,2023/11/14,true,100.0
1700024400101,101,2023/11/15,true,100.0
1700110800101,101,2023/11/16,true,100.0
1700197200101,101,2023/11/17,true,100.0
1700283600101,101,2023/11/18,true,100.0
1700370000101,101,2023/11/19,true,100.0
1700456400101,101,2023/11/20,true,100.0
1700542800101,101,2023/11/21,true,100.0
1700629200101,101,2023/11/22,true,100.0
1700715600101,101,2023/11/23,true,100.0
1700802000101,101,2023/11/24,true,100.0
1700888400101,101,2023/11/25,true,100.0
1700974800101,101,2023/11/26,true,100.0
1701061200101,101,2023/11/27,true,100.0
1701147600101,101,2023/11/28,true,100.0
1701234000101,101,2023/11/29,true,100.0
1701320400101,101,2023/11/30,true,100.0
1701406800101,101,2023/12/01,true,100.0
1701493200101,101,2023/12/02,true,100.0
1701579600101,101,2023/12/03,true,100.0
1701666000101,101,2023/12/04,true,100.0
1701752400101,101,2023/12/05,true,100.0
1701838800101,101,2023/12/06,true,100.0
1701925200101,101,2023/12/07,true,100.0
1702011600101,101,2023/12/08,true,100.0
1702098000101,101,2023/12/09,true,100.0
1702184400101,101,2023/12/10,true,100.0
1702270800101,101,2023/12/11,true,100.0
1702357200101,101,2023/12/12,true,100.0
1702443600101,101,2023/12/13,true,100.0
1702530000101,101,2023/12/14,true,100.0
1702616400101,101,2023/12/15,true,100.0
1702702800101,101,2023/12/16,true,100.0
1702789200101,101,2023/12/17,true,100.0
1702875600101,101,2023/12/18,true,100.0
1702962000101,101,2023/12/19,true,100.0
1703048400101,101,2023/12/20,true,100.0
1703134800101,101,2023/12/21,true,100.0
1703221200101,101,2023/12/22,true,100.0
1703307600101,101,2023/12/23,true,100.0
1703394000101,101,2023/12/24,true,100.0
1703480400101,101,2023/12/25,true,100.0
1703566800101,101,2023/12/26,true,100.0
1703653200101,101,2023/12/27,true,100.0
1703739600101,101,2023/12/28,true,100.0
1703826000101,101,2023/12/29,true,100.0
1703912400101,101,2023/12/30,true,100.0
1703998800101,101,2023/12/31,true,100.0
1704085200101,101,2024/01/01,true,100.0
1704171600101,101,2024/01/02,true,100.0
1704258000101,101,2024/01/03,true,100.0
1704344400101,101,2024/01/04,true,100.0
1704430800101,101,2024/01/05,true,100.0
1704517200101,101,2024/01/06,true,100.0
1704603600101,101,2024/01/07,true,100.0
1704690000101,101,2024/01/08,true,100.0
1704776400101,101,2024/01/09,true,100.0
1704862800101,101,2024/01/10,true,100.0
1704949200101,101,2024/01/11,true,100.0
1705035600101,101,2024/01/12,true,100.0
1705122000101,101,2024/01/13,true,100.0
1705208400101,101,2024/01/14,true,100.0
1705294800101,101,2024/01/15,true,100.0
1705381200101,101,2024/01/16,true,100.0
1705467600101,101,2024/01/17,true,100.0
1705554000101,101,2024/01/18,true,100.0
1705640400101,101,2024/01/19,true,100.0
1705726800101,101,2024/01/20,true,100.0
1705813200101,101,2024/01/21,true,100.0
1705899600101,101,2024/01/22,true,100.0
1705986000101,101,2024/01/23,true,100.0
1706072400101,101,2024/01/24,true,100.0
1706158800101,101,2024/01/25,true,100.0
1706245200101,101,2024/01/26,true,100.0
1706331600101,101,2024/01/27,true,100.0
1706418000101,101,2024/01/28,true,100.0
1706504400101,101,2024/01/29,true,100.0
1706590800101,101,2024/01/30,true,100.0
1706677200101,101,2024/01/31,true,100.0
1706763600101,101,2024/02/01,true,100.0
1706850000101,101,2024/02/02,true,100.0
1706936400101,101,2024/02/03,true,100.0
1707022800101,101,2024/02/04,true,100.0
1707109200101,101,2024/02/05,true,100.0
1707195600101,101,2024/02/06,true,100.0
1707282000101,101,2024/02/07,true,100.0
1707368400101,101,2024/02/08,true,100.0
1707454800101,101,2024/02/09,true,100.0
1707541200101,101,2024/02/10,true,100.0
1707627600101,101,2024/02/11,true,100.0
1707714000101,101,2024/02/12,true,100.0
1707800400101,101,2024/02/13,true,100.0
1707886800101,101,2024/02/14,true,100.0
1707973200101,101,2024/02/15,true,100.0
1708059600101,101,2024/02/16,true,100.0
1708146000101,101,2024/02/17,true,100.0
1708232400101,101,2024/02/18,true,100.0
1708318800101,101,2024/02/19,true,100.0
1708405200101,101,2024/02/20,true,100.0
1708491600101,101,2024/02/21,true,100.0
1708578000101,101,2024/02/22,true,100.0
1708664400101,101,2024/02/23,true,100.0
1708750800101,101,2024/02/24,true,100.0
1708837200101,101,2024/02/25,true,100.0
1708923600101,101,2024/02/26,true,100.0
1709010000101,101,2024/02/27,true,100.0
1709096400101,101,2024/02/28,true,100.0
1709182800101,101,2024/02/29,true,100.0
1709269200101,101,2024/03/01,true,100.0
1709355600101,101,2024/03/02,true,100.0
1709442000101,101,2024/03/03,true,100.0
1709528400101,101,2024/03/04,true,100.0
1709614800101,101,2024/03/05,true,100.0
1709701200101,101,2024/03/06,true,100.0
1709787600101,101,2024/03/07,true,100.0
1709874000101,101,2024/03/08,true,100.0
1709960400101,101,2024/03/09,true,100.0
1710046800101,101,2024/03/10,true,100.0
1710133200101,101,2024/03/11,true,100.0
1710219600101,101,2024/03/12,true,100.0
1710306000101,101,2024/03/13,true,100.0
1710392400101,101,2024/03/14,true,100.0
1710478800101,101,2024/03/15,true,100.0
1710565200101,101,2024/03/16,true,100.0
1710651600101,101,2024/03/17,true,100.0
1710738000101,101,2024/03/18,true,100.0
1710824400101,101,2024/03/19,true,100.0
1710910800101,101,2024/03/20,true,100.0
1710997200101,101,2024/03/21,true,100.0
1711083600101,101,2024/03/22,true,100.0
1711170000101,101,2024/03/23,true,100.0
1711256400101,101,2024/03/24,true,100.0
1711342800101,101,2024/03/25,true,100.0
1711429200101,101,2024/03/26,true,100.0
1711515600101,101,2024/03/27,true,100.0
1711602000101,101,2024/03/28,true,100.0
1711688400101,101,2024/03/29,true,100.0
1711774800101,101,2024/03/30,true,100.0
1711861200101,101,2024/03/31,true,100.0
1711947600101,101,2024/04/01,true,100.0
1712034000101,101,2024/04/02,true,100.0
1712120400101,101,2024/04/03,true,100.0
1712206800101,101,2024/04/04,true,100.0
1712293200101,101,2024/04/05,true,100.0
1712379600101,101,2024/04/06,true,100.0
1712466000101,101,2024/04/07,true,100.0
1712552400101,101,2024/04/08,true,100.0
1712638800101,101,2024/04/09,true,100.0
1712725200101,101,2024/04/10,true,100.0
1712811600101,101,2024/04/11,true,100.0
1712898000101,101,2024/04/12,true,100.0
1712984400101,101,2024/04/13,true,100.0
1713070800101,101,2024/04/14,true,100.0
1713157200101,101,2024/04/15,true,100.0
1713243600101,101,2024/04/16,true,100.0
1713330000101,101,2024/04/17,true,100.0
1713416400101,101,2024/04/18,true,100.0
1713502800101,101,2024/04/19,true,100.0
1713589200101,101,2024/04/20,true,100.0
1713675600101,101,2024/04/21,true,100.0
1713762000101,101,2024/04/22,true,100.0
1713848400101,101,2024/04/23,true,100.0
1713934800101,101,2024/04/24,true,100.0
1714021200101,101,2024/04/25,true,100.0
1714107600101,101,2024/04/26,true,100.0
1714194000101,101,2024/04/27,true,100.0
1714280400101,101,2024/04/28,true,100.0
1714366800101,101,2024/04/29,true,100.0
1714453200101,101,2024/04/30,true,100.0
1714539600101,101,2024/05/01,true,100.0
1714626000101,101,2024/05/02,true,100.0
1714712400101,101,2024/05/03,true,100.0
1714798800101,101,2024/05/04,true,100.0
1714885200101,101,2024/05/05,true,100.0
1714971600101,101,2024/05/06,true,100.0
1715058000101,101,2024/05/07,true,100.0
1715144400101,101,2024/05/08,true,100.0
1715230800101,101,2024/05/09,true,100.0
1715317200101,101,2024/05/10,true,100.0
1715403600101,101,2024/05/11,true,100.0
1715490000101,101,2024/05/12,true,100.0
1715576400101,101,2024/05/13,true,100.0
1715662800101,101,2024/05/14,true,100.0
1715749200101,101,2024/05/15,true,100.0
1715835600101,101,2024/05/16,true,100.0
1715922000101,101,2024/05/17,true,100.0
1716008400101,101,2024/05/18,true,100.0
1716094800101,101,2024/05/19,true,100.0
1716181200101,101,2024/05/20,true,100.0
1716267600101,101,2024/05/21,true,100.0
1716354000101,101,2024/05/22,true,100.0
1716440400101,101,2024/05/23,true,100.0
1716526800101,101,2024/05/24,true,100.0
1716613200101,101,2024/05/25,true,100.0
1716699600101,101,2024/05/26,true,100.0
1716786000101,101,2024/05/27,true,100.0
1716872400101,101,2024/05/28,true,100.0
1716958800101,101,2024/05/29,true,100.0
1717045200101,101,2024/05/30,true,100.0
1717131600101,101,2024/05/31,true,100.0
1717218000101,101,2024/06/01,true,100.0
1685682000102,102,2023/06/02,true,100.0
1685768400102,102,2023/06/03,true,100.0
1685854800102,102,2023/06/04,true,100.0
1685941200102,102,2023/06/05,true,100.0
1686027600102,102,2023/06/06,true,100.0
1686114000102,102,2023/06/07,true,100.0
1686200400102,102,2023/06/08,true,100.0
1686286800102,102,2023/06/09,true,100.0
1686373200102,102,2023/06/10,true,100.0
1686459600102,102,2023/06/11,true,100.0
1686546000102,102,2023/06/12,true,100.0
1686632400102,102,2023/06/13,true,100.0
1686718800102,102,2023/06/14,true,100.0
1686805200102,102,2023/06/15,true,100.0
1686891600102,102,2023/06/16,true,100.0
1686978000102,102,2023/06/17,true,100.0
1687064400102,102,2023/06/18,true,100.0
1687150800102,102,2023/06/19,true,100.0
1687237200102,102,2023/06/20,true,100.0
1687323600102,102,2023/06/21,true,100.0
1687410000102,102,2023/06/22,true,100.0
1687496400102,102,2023/06/23,true,100.0
1687582800102,102,2023/06/24,true,100.0
1687669200102,102,2023/06/25,true,100.0
1687755600102,102,2023/06/26,true,100.0
1687842000102,102,2023/06/27,true,100.0
1687928400102,102,2023/06/28,true,100.0
1688014800102,102,2023/06/29,true,100.0
1688101200102,102,2023/06/30,true,100.0
1688187600102,102,2023/07/01,true,100.0
1688274000102,102,2023/07/02,true,100.0
1688360400102,102,2023/07/03,true,100.0
1688446800102,102,2023/07/04,true,100.0
1688533200102,102,2023/07/05,true,100.0
1688619600102,102,2023/07/06,true,100.0
1688706000102,102,2023/07/07,true,100.0
1688792400102,102,2023/07/08,true,100.0
1688878800102,102,2023/07/09,true,100.0
1688965200102,102,2023/07/10,true,100.0
1689051600102,102,2023/07/11,true,100.0
1689138000102,102,2023/07/12,true,100.0
1689224400102,102,2023/07/13,true,100.0
1689310800102,102,2023/07/14,true,100.0
1689397200102,102,2023/07/15,true,100.0
1689483600102,102,2023/07/16,true,100.0
1689570000102,102,2023/07/17,true,100.0
1689656400102,102,2023/07/18,true,100.0
1689742800102,102,2023/07/19,true,100.0
1689829200102,102,2023/07/20,true,100.0
1689915600102,102,2023/07/21,true,100.0
1690002000102,102,2023/07/22,true,100.0
1690088400102,102,2023/07/23,true,100.0
1690174800102,102,2023/07/24,true,100.0
1690261200102,102,2023/07/25,true,100.0
1690347600102,102,2023/07/26,true,100.0
1690434000102,102,2023/07/27,true,100.0
1690520400102,102,2023/07/28,true,100.0
1690606800102,102,2023/07/29,true,100.0
1690693200102,102,2023/07/30,true,100.0
1690779600102,102,2023/07/31,true,100.0
1690866000102,102,2023/08/01,true,100.0
1690952400102,102,2023/08/02,true,100.0
1691038800102,102,2023/08/03,true,100.0
1691125200102,102,2023/08/04,true,100.0
1691211600102,102,2023/08/05,true,100.0
1691298000102,102,2023/08/06,true,100.0
1691384400102,102,2023/08/07,true,100.0
1691470800102,102,2023/08/08,true,100.0
1691557200102,102,2023/08/09,true,100.0
1691643600102,102,2023/08/10,true,100.0
1691730000102,102,2023/08/11,true,100.0
1691816400102,102,2023/08/12,true,100.0
1691902800102,102,2023/08/13,true,100.0
1691989200102,102,2023/08/14,true,100.0
1692075600102,102,2023/08/15,true,100.0
1692162000102,102,2023/08/16,true,100.0
1692248400102,102,2023/08/17,true,100.0
1692334800102,102,2023/08/18,true,100.0
1692421200102,102,2023/08/19,true,100.0
1692507600102,102,2023/08/20,true,100.0
1692594000102,102,2023/08/21,true,100.0
1692680400102,102,2023/08/22,true,100.0
1692766800102,102,2023/08/23,true,100.0
1692853200102,102,2023/08/24,true,100.0
1692939600102,102,2023/08/25,true,100.0
1693026000102,102,2023/08/26,true,100.0
1693112400102,102,2023/08/27,true,100.0
1693198800102,102,2023/08/28,true,100.0
1693285200102,102,2023/08/29,true,100.0
1693371600102,102,2023/08/30,true,100.0
1693458000102,102,2023/08/31,true,100.0
1693544400102,102,2023/09/01,true,100.0
1693630800102,102,2023/09/02,true,100.0
1693717200102,102,2023/09/03,true,100.0
1693803600102,102,2023/09/04,true,100.0
1693890000102,102,2023/09/05,true,100.0
1693976400102,102,2023/09/06,true,100.0
1694062800102,102,2023/09/07,true,100.0
1694149200102,102,2023/09/08,true,100.0
1694235600102,102,2023/09/09,true,100.0
1694322000102,102,2023/09/10,true,100.0
1694408400102,102,2023/09/11,true,100.0
1694494800102,102,2023/09/12,true,100.0
1694581200102,102,2023/09/13,true,100.0
1694667600102,102,2023/09/14,true,100.0
1694754000102,102,2023/09/15,true,100.0
1694840400102,102,2023/09/16,true,100.0
1694926800102,102,2023/09/17,true,100.0
1695013200102,102,2023/09/18,true,100.0
1695099600102,102,2023/09/19,true,100.0
1695186000102,102,2023/09/20,true,100.0
1695272400102,102,2023/09/21,true,100.0
1695358800102,102,2023/09/22,true,100.0
1695445200102,102,2023/09/23,true,100.0
1695531600102,102,2023/09/24,true,100.0
1695618000102,102,2023/09/25,true,100.0
1695704400102,102,2023/09/26,true,100.0
1695790800102,102,2023/09/27,true,100.0
1695877200102,102,2023/09/28,true,100.0
1695963600102,102,2023/09/29,true,100.0
1696050000102,102,2023/09/30,true,100.0
1696136400102,102,2023/10/01,true,100.0
1696222800102,102,2023/10/02,true,100.0
1696309200102,102,2023/10/03,true,100.0
1696395600102,102,2023/10/04,true,100.0
1696482000102,102,2023/10/05,true,100.0
1696568400102,102,2023/10/06,true,100.0
1696654800102,102,2023/10/07,true,100.0
1696741200102,102,2023/10/08,true,100.0
1696827600102,102,2023/10/09,true,100.0
1696914000102,102,2023/10/10,true,100.0
1697000400102,102,2023/10/11,true,100.0
1697086800102,102,2023/10/12,true,100.0
1697173200102,102,2023/10/13,true,100.0
1697259600102,102,2023/10/14,true,100.0
1697346000102,102,2023/10/15,true,100.0
1697432400102,102,2023/10/16,true,100.0
1697518800102,102,2023/10/17,true,100.0
1697605200102,102,2023/10/18,true,100.0
1697691600102,102,2023/10/19,true,100.0
1697778000102,102,2023/10/20,true,100.0
1697864400102,102,2023/10/21,true,100.0
1697950800102,102,2023/10/22,true,100.0
1698037200102,102,2023/10/23,true,100.0
1698123600102,102,2023/10/24,true,100.0
1698210000102,102,2023/10/25,true,100.0
1698296400102,102,2023/10/26,true,100.0
1698382800102,102,2023/10/27,true,100.0
1698469200102,102,2023/10/28,true,100.0
1698555600102,102,2023/10/29,true,100.0
1698642000102,102,2023/10/30,true,100.0
1698728400102,102,2023/10/31,true,100.0
1698814800102,102,2023/11/01,true,100.0
1698901200102,102,2023/11/02,true,100.0
1698987600102,102,2023/11/03,true,100.0
1699074000102,102,2023/11/04,true,100.0
1699160400102,102,2023/11/05,true,100.0
1699246800102,102,2023/11/06,true,100.0
1699333200102,102,2023/11/07,true,100.0
1699419600102,102,2023/11/08,true,100.0
1699506000102,102,2023/11/09,true,100.0
1699592400102,102,2023/11/10,true,100.0
1699678800102,102,2023/11/11,true,100.0
1699765200102,102,2023/11/12,true,100.0
1699851600102,102,2023/11/13,true,100.0
1699938000102,102,2023/11/14,true,100.0
1700024400102,102,2023/11/15,true,100.0
1700110800102,102,2023/11/16,true,100.0
1700197200102,102,2023/11/17,true,100.0
1700283600102,102,2023/11/18,true,100.0
1700370000102,102,2023/11/19,true,100.0
1700456400102,102,2023/11/20,true,100.0
1700542800102,102,2023/11/21,true,100.0
1700629200102,102,2023/11/22,true,100.0
1700715600102,102,2023/11/23,true,100.0
1700802000102,102,2023/11/24,true,100.0
1700888400102,102,2023/11/25,true,100.0
1700974800102,102,2023/11/26,true,100.0
1701061200102,102,2023/11/27,true,100.0
1701147600102,102,2023/11/28,true,100.0
1701234000102,102,2023/11/29,true,100.0
1701320400102,102,2023/11/30,true,100.0
1701406800102,102,2023/12/01,true,100.0
1701493200102,102,2023/12/02,true,100.0
1701579600102,102,2023/12/03,true,100.0
1701666000102,102,2023/12/04,true,100.0
1701752400102,102,2023/12/05,true,100.0
1701838800102,102,2023/12/06,true,100.0
1701925200102,102,2023/12/07,true,100.0
1702011600102,102,2023/12/08,true,100.0
1702098000102,102,2023/12/09,true,100.0
1702184400102,102,2023/12/10,true,100.0
1702270800102,102,2023/12/11,true,100.0
1702357200102,102,2023/12/12,true,100.0
1702443600102,102,2023/12/13,true,100.0
1702530000102,102,2023/12/14,true,100.0
1702616400102,102,2023/12/15,true,100.0
1702702800102,102,2023/12/16,true,100.0
1702789200102,102,2023/12/17,true,100.0
1702875600102,102,2023/12/18,true,100.0
1702962000102,102,2023/12/19,true,100.0
1703048400102,102,2023/12/20,true,100.0
1703134800102,102,2023/12/21,true,100.0
1703221200102,102,2023/12/22,true,100.0
1703307600102,102,2023/12/23,true,100.0
1703394000102,102,2023/12/24,true,100.0
1703480400102,102,2023/12/25,true,100.0
1703566800102,102,2023/12/26,true,100.0
1703653200102,102,2023/12/27,true,100.0
1703739600102,102,2023/12/28,true,100.0
1703826000102,102,2023/12/29,true,100.0
1703912400102,102,2023/12/30,true,100.0
1703998800102,102,2023/12/31,true,100.0
1704085200102,102,2024/01/01,true,100.0
1704171600102,102,2024/01/02,true,100.0
1704258000102,102,2024/01/03,true,100.0
1704344400102,102,2024/01/04,true,100.0
1704430800102,102,2024/01/05,true,100.0
1704517200102,102,2024/01/06,true,100.0
1704603600102,102,2024/01/07,true,100.0
1704690000102,102,2024/01/08,true,100.0
1704776400102,102,2024/01/09,true,100.0
1704862800102,102,2024/01/10,true,100.0
1704949200102,102,2024/01/11,true,100.0
1705035600102,102,2024/01/12,true,100.0
1705122000102,102,2024/01/13,true,100.0
1705208400102,102,2024/01/14,true,100.0
1705294800102,102,2024/01/15,true,100.0
1705381200102,102,2024/01/16,true,100.0
1705467600102,102,2024/01/17,true,100.0
1705554000102,102,2024/01/18,true,100.0
1705640400102,102,2024/01/19,true,100.0
1705726800102,102,2024/01/20,true,100.0
1705813200102,102,2024/01/21,true,100.0
1705899600102,102,2024/01/22,true,100.0
1705986000102,102,2024/01/23,true,100.0
1706072400102,102,2024/01/24,true,100.0
1706158800102,102,2024/01/25,true,100.0
1706245200102,102,2024/01/26,true,100.0
1706331600102,102,2024/01/27,true,100.0
1706418000102,102,2024/01/28,true,100.0
1706504400102,102,2024/01/29,true,100.0
1706590800102,102,2024/01/30,true,100.0
1706677200102,102,2024/01/31,true,100.0
1706763600102,102,2024/02/01,true,100.0
1706850000102,102,2024/02/02,true,100.0
1706936400102,102,2024/02/03,true,100.0
1707022800102,102,2024/02/04,true,100.0
1707109200102,102,2024/02/05,true,100.0
1707195600102,102,2024/02/06,true,100.0
1707282000102,102,2024/02/07,true,100.0
1707368400102,102,2024/02/08,true,100.0
1707454800102,102,2024/02/09,true,100.0
1707541200102,102,2024/02/10,true,100.0
1707627600102,102,2024/02/11,true,100.0
1707714000102,102,2024/02/12,true,100.0
1707800400102,102,2024/02/13,true,100.0
1707886800102,102,2024/02/14,true,100.0
1707973200102,102,2024/02/15,true,100.0
1708059600102,102,2024/02/16,true,100.0
1708146000102,102,2024/02/17,true,100.0
1708232400102,102,2024/02/18,true,100.0
1708318800102,102,2024/02/19,true,100.0
1708405200102,102,2024/02/20,true,100.0
1708491600102,102,2024/02/21,true,100.0
1708578000102,102,2024/02/22,true,100.0
1708664400102,102,2024/02/23,true,100.0
1708750800102,102,2024/02/24,true,100.0
1708837200102,102,2024/02/25,true,100.0
1708923600102,102,2024/02/26,true,100.0
1709010000102,102,2024/02/27,true,100.0
1709096400102,102,2024/02/28,true,100.0
1709182800102,102,2024/02/29,true,100.0
1709269200102,102,2024/03/01,true,100.0
1709355600102,102,2024/03/02,true,100.0
1709442000102,102,2024/03/03,true,100.0
1709528400102,102,2024/03/04,true,100.0
1709614800102,102,2024/03/05,true,100.0
1709701200102,102,2024/03/06,true,100.0
1709787600102,102,2024/03/07,true,100.0
1709874000102,102,2024/03/08,true,100.0
1709960400102,102,2024/03/09,true,100.0
1710046800102,102,2024/03/10,true,100.0
1710133200102,102,2024/03/11,true,100.0
1710219600102,102,2024/03/12,true,100.0
1710306000102,102,2024/03/13,true,100.0
1710392400102,102,2024/03/14,true,100.0
1710478800102,102,2024/03/15,true,100.0
1710565200102,102,2024/03/16,true,100.0
1710651600102,102,2024/03/17,true,100.0
1710738000102,102,2024/03/18,true,100.0
1710824400102,102,2024/03/19,true,100.0
1710910800102,102,2024/03/20,true,100.0
1710997200102,102,2024/03/21,true,100.0
1711083600102,102,2024/03/22,true,100.0
1711170000102,102,2024/03/23,true,100.0
1711256400102,102,2024/03/24,true,100.0
1711342800102,102,2024/03/25,true,100.0
